id;naam_nl;naam_lat;speciesid;datum;invoerdatum;aantal;gedrag;kleed;geslacht;wnr_id;wnr;x;y;utm1;ifbl_tag;ifbl_uur;gebied;gemeente;deelgemeente;provincie;typewaarneming;status;embargo_datum;toestemming_wnr;Floron-code;precisie;soortgroep;familie;aanleverdatum;;Meetnet/Nieuw;Protocol
122929985;Bleekgeel blaasjeskruid;Utricularia ochroleuca;2794;1/07/2016;27/08/2016;0;ter plaatse;onbekend;onbekend;82883;Kris Pacquée;193890,781;189456,3552;FS3953;d5-38-22;d5-38;Molenstede - Kraanrijk;Scherpenheuvel-Zichem;Zichem;Vlaams-Brabant;losse waarneming;Onbehandeld;1/01/1980;3;0;100;Planten;Lentibulariaceae;15/11/2016;;M;
121860389;Driekantige bies;Schoenoplectus triqueter;2739;22/07/2016;27/07/2016;1;ter plaatse;onbekend;onbekend;40533;Joost Reyniers;144366,1941;201381,9961;ES9064;c4-54-21;c4-54;Bornem - Scheldeschorren - Schelde - Hingene;Bornem;Hingene;Antwerpen;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;1/01/1980;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
122986039;Driekantige bies;Schoenoplectus triqueter;2739;28/08/2016;28/08/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;129921,2547;193344,1996;ES7556;d3-28-22;d3-28;  ;Dendermonde;Grembergen;Oost-Vlaanderen;losse waarneming;Onbehandeld;1/01/1980;3;B;10;Planten;Cyperaceae;15/11/2016;;M;
122986026;Driekantige bies;Schoenoplectus triqueter;2739;28/08/2016;28/08/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;119620,4605;189055,8514;ES6551;d3-36-14;d3-36;Schellebelle - Dorp en omgeving;Wichelen;Schellebelle;Oost-Vlaanderen;losse waarneming;Onbehandeld;1/01/1980;3;B;10;Planten;Cyperaceae;15/11/2016;;M;
122983151;Driekantige bies;Schoenoplectus triqueter;2739;28/08/2016;28/08/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122341,9166;189656,6546;ES6852;d3-37-11;d3-37;  ;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;B;10;Planten;Cyperaceae;15/11/2016;;M;
123271829;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122777,4279;188334,7397;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271822;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122618,2491;188471,9793;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;5;Planten;Cyperaceae;15/11/2016;;M;
123271823;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122686,1099;188414,0211;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271824;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122737,6943;188368,9321;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271825;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122750,997;188356,6581;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271826;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122760,7624;188352,0069;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271836;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122883,3504;188248,6613;ES6950;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;5;Planten;Cyperaceae;15/11/2016;;M;
123271834;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122818,8864;188302,0806;ES6850;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;5;Planten;Cyperaceae;15/11/2016;;M;
123271832;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122784,9196;188327,2839;ES6850;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271831;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122781,0769;188330,4959;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271827;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122760,2849;188350,6951;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271828;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122790,0782;188323,6895;ES6850;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271830;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122781,2637;188330,2133;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;5;Planten;Cyperaceae;15/11/2016;;M;
123271820;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122616,2144;188470,0111;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;5;Planten;Cyperaceae;15/11/2016;;M;
123271821;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122623,6525;188467,4462;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;10;Planten;Cyperaceae;15/11/2016;;M;
123271841;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122138,6161;188940,5142;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;B;10;Planten;Cyperaceae;15/11/2016;;M;
123271835;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122878,656;188251,0328;ES6950;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;B;5;Planten;Cyperaceae;15/11/2016;;M;
123271833;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122813,4193;188304,8853;ES6850;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;B;5;Planten;Cyperaceae;15/11/2016;;M;
123271847;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122193,7928;188809,2695;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van kennisregels;1/01/2007;3;B;5;Planten;Cyperaceae;15/11/2016;;M;
123271842;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122140,1808;188939,9441;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;C;10;Planten;Cyperaceae;15/11/2016;;M;
123271838;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122146,8344;189040,3497;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;C;5;Planten;Cyperaceae;15/11/2016;;M;
123271846;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122190,0948;188815,765;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van kennisregels;1/01/2007;3;C;10;Planten;Cyperaceae;15/11/2016;;M;
123271843;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122159,3352;188872,2527;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van kennisregels;1/01/2007;3;E;5;Planten;Cyperaceae;15/11/2016;;M;
123271839;Driekantige bies;Schoenoplectus triqueter;2739;3/09/2016;3/09/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;122139,6436;188991,9498;ES6851;d3-37-13;d3-37;Wichelen - Centrum en omgeving;Wichelen;Wichelen;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;E;10;Planten;Cyperaceae;15/11/2016;;M;
122983147;Driekantige bies;Schoenoplectus triqueter;2739;28/08/2016;28/08/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;124568,119;188395,4635;ES7051;d3-37-23;d3-37;Berlare - Scheldebroeken;Berlare;Berlare;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;B;10;Planten;Cyperaceae;15/11/2016;;M;
122983150;Driekantige bies;Schoenoplectus triqueter;2739;28/08/2016;28/08/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;124265,1594;188372,6244;ES7051;d3-37-23;d3-37;Berlare - Scheldebroeken;Berlare;Berlare;Oost-Vlaanderen;iObs;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;C;10;Planten;Cyperaceae;15/11/2016;;M;
122849597;Driekantige bies;Schoenoplectus triqueter;2739;22/08/2016;25/08/2016;0;ter plaatse;onbekend;onbekend;40004;Roosmarijn Steeman;137182,3553;194429,2835;ES8357;d4-12-44;d4-12;  ;Hamme;Moerzeke;Oost-Vlaanderen;losse waarneming;Onbehandeld;1/01/1980;3;0;10;Planten;Cyperaceae;15/11/2016;;M;
122755490;Driekantige bies;Schoenoplectus triqueter;2739;22/08/2016;22/08/2016;1;ter plaatse;onbekend;onbekend;40004;Roosmarijn Steeman;130542,8995;192623,7507;ES7655;d4-21-13;d4-21;Appels - Sint-Onolfspolder - Meerdam-Oost;Dendermonde;Dendermonde;Oost-Vlaanderen;ObsMapp;Onbehandeld;1/01/2007;3;B;25;Planten;Cyperaceae;15/11/2016;;M;
122750454;Driekantige bies;Schoenoplectus triqueter;2739;22/08/2016;22/08/2016;1;ter plaatse;onbekend;onbekend;46976;Robbert Schepers;130548,8648;192617,344;ES7655;d4-21-13;d4-21;Appels - Sint-Onolfspolder - Meerdam-Oost;Dendermonde;Dendermonde;Oost-Vlaanderen;iObs;Onbehandeld;1/01/2007;3;B;5;Planten;Cyperaceae;15/11/2016;;M;
123321308;Fijn goudscherm;Bupleurum tenuissimum;2378;5/09/2016;5/09/2016;1;ter plaatse;onbekend;onbekend;40064;Thomas Gyselinck;79312,15548;228164,117;ES2490;b2-34-32;b2-34;Knokke - Het Zwin - Zwinvlakte - België (Z);Knokke-Heist;Knokke;West-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;1;C;25;Planten;Apiaceae;15/11/2016;;M;
119062789;Grote bremraap;Orobanche rapum-genistae;2662;21/05/2016;22/05/2016;14;ter plaatse;onbekend;onbekend;65185;Erwin Derous;64516,38549;207925,8485;ES1069;c1-38-41;c1-38;Sint-Andries - Beisbroek (BB);Brugge;Sint-Andries;West-Vlaanderen;losse waarneming;Goedgekeurd op basis van kennisregels;1/01/1980;3;C;10;Planten;Orobanchaceae;15/11/2016;;M;
115508848;Grote bremraap;Orobanche rapum-genistae;2662;18/03/2016;18/03/2016;101;ter plaatse;onbekend;onbekend;69371;Pierre Van Vooren;87408,50049;210921,1403;ES3372;c2-26-34;c2-26;Maldegem - Broekhuize - Warme Straat (6120A);Maldegem;Adegem;Oost-Vlaanderen;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;1/01/1980;3;E;10;Planten;Orobanchaceae;15/11/2016;;M;
120441716;Grote bremraap;Orobanche rapum-genistae;2662;26/06/2016;27/06/2016;1;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87417,44615;210915,3075;ES3372;c2-26-34;c2-26;Maldegem - Broekhuize - Warme Straat (6120A);Maldegem;Adegem;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;E;25;Planten;Orobanchaceae;15/11/2016;;M;
120441718;Grote bremraap;Orobanche rapum-genistae;2662;26/06/2016;27/06/2016;2;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87417,53337;210951,3596;ES3372;c2-26-34;c2-26;Maldegem - Broekhuize - Warme Straat (6120A);Maldegem;Adegem;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;E;25;Planten;Orobanchaceae;15/11/2016;;M;
120441719;Grote bremraap;Orobanche rapum-genistae;2662;26/06/2016;27/06/2016;1;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87387,13973;210933,6188;ES3372;c2-26-34;c2-26;Maldegem - Broekhuize - Warme Straat (6120A);Maldegem;Adegem;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;E;25;Planten;Orobanchaceae;15/11/2016;;M;
120441720;Grote bremraap;Orobanche rapum-genistae;2662;26/06/2016;27/06/2016;2;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87393,8761;210920,2806;ES3372;c2-26-34;c2-26;Maldegem - Broekhuize - Warme Straat (6120A);Maldegem;Adegem;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;E;25;Planten;Orobanchaceae;15/11/2016;;M;
124630181;Grote bremraap;Orobanche rapum-genistae;2662;11/10/2016;17/10/2016;3;ter plaatse;onbekend;onbekend;41023;chris bruggeman;96050,64661;208421,1078;ES4170;c2-38-23;c2-38;Eeklo - Koudekeuken - Schaapsdreef (4190B);Eeklo;Eeklo;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;B;25;Planten;Orobanchaceae;15/11/2016;;M;
120485033;Grote bremraap;Orobanche rapum-genistae;2662;28/06/2016;29/06/2016;5;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87124,17627;199838,5073;ES3361;c2-56-32;c2-56;Aalterbrug - Kanaal Gent-Brugge Aalter (6240F);Aalter;Aalter;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;B;25;Planten;Orobanchaceae;15/11/2016;;M;
120485044;Grote bremraap;Orobanche rapum-genistae;2662;28/06/2016;29/06/2016;9;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87085,81909;199854,1662;ES3361;c2-56-32;c2-56;Aalterbrug - Kanaal Gent-Brugge Aalter (6240F);Aalter;Aalter;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;C;25;Planten;Orobanchaceae;15/11/2016;;M;
120485030;Grote bremraap;Orobanche rapum-genistae;2662;28/06/2016;29/06/2016;11;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87134,70595;199828,3491;ES3361;c2-56-32;c2-56;Aalterbrug - Kanaal Gent-Brugge Aalter (6240F);Aalter;Aalter;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;C;25;Planten;Orobanchaceae;15/11/2016;;M;
120485029;Grote bremraap;Orobanche rapum-genistae;2662;28/06/2016;29/06/2016;8;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87134,70595;199828,3491;ES3361;c2-56-32;c2-56;Aalterbrug - Kanaal Gent-Brugge Aalter (6240F);Aalter;Aalter;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;C;25;Planten;Orobanchaceae;15/11/2016;;M;
120485028;Grote bremraap;Orobanche rapum-genistae;2662;28/06/2016;29/06/2016;7;ter plaatse;onbekend;onbekend;41023;chris bruggeman;87134,70595;199828,3491;ES3361;c2-56-32;c2-56;Aalterbrug - Kanaal Gent-Brugge Aalter (6240F);Aalter;Aalter;Oost-Vlaanderen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;C;25;Planten;Orobanchaceae;15/11/2016;;M;
124319803;Grote bremraap;Orobanche rapum-genistae;2662;8/07/2016;7/10/2016;4;ter plaatse;onbekend;onbekend;41459;Guy Laurijssens;169787,4419;215229,7296;FS1578;c5-12-42;c5-12;  ;Zoersel;Halle;Antwerpen;losse waarneming;Goedgekeurd op basis van kennisregels;1/01/1980;3;B;10;Planten;Orobanchaceae;15/11/2016;;M;
122636091;Grote bremraap;Orobanche rapum-genistae;2662;17/08/2016;18/08/2016;3;ter plaatse;onbekend;onbekend;41459;Guy Laurijssens;169710,7287;215248,3294;FS1578;c5-12-42;c5-12;  ;Zoersel;Halle;Antwerpen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;B;25;Planten;Orobanchaceae;15/11/2016;;M;
122636087;Grote bremraap;Orobanche rapum-genistae;2662;17/08/2016;18/08/2016;2;ter plaatse;onbekend;onbekend;41459;Guy Laurijssens;169785,9751;215231,6245;FS1578;c5-12-42;c5-12;  ;Zoersel;Halle;Antwerpen;ObsMapp;Goedgekeurd op basis van kennisregels;1/01/2007;3;B;25;Planten;Orobanchaceae;15/11/2016;;M;
124319805;Grote bremraap;Orobanche rapum-genistae;2662;8/07/2016;7/10/2016;7;ter plaatse;onbekend;onbekend;41459;Guy Laurijssens;169715,0832;215246,6387;FS1578;c5-12-42;c5-12;  ;Zoersel;Halle;Antwerpen;losse waarneming;Goedgekeurd op basis van kennisregels;1/01/1980;3;C;10;Planten;Orobanchaceae;15/11/2016;;M;
124424046;Grote bremraap;Orobanche rapum-genistae;2662;8/07/2016;10/10/2016;0;ter plaatse;onbekend;onbekend;41459;Guy Laurijssens;169794,2759;215141,5807;FS1578;c5-12-44;c5-12;  ;Zoersel;Halle;Antwerpen;losse waarneming;Goedgekeurd op basis van kennisregels;1/01/1980;3;0;10;Planten;Orobanchaceae;15/11/2016;;M;
124424100;Grote bremraap;Orobanche rapum-genistae;2662;8/07/2016;10/10/2016;0;ter plaatse;onbekend;onbekend;41459;Guy Laurijssens;167288,5441;212822,4844;FS1276;c5-22-14;c5-22;Oelegem - Fort;Ranst;Oelegem;Antwerpen;losse waarneming;Onbehandeld;1/01/1980;3;0;100;Planten;Orobanchaceae;15/11/2016;;M;
122061315;Grote bremraap;Orobanche rapum-genistae;2662;20/07/2016;2/08/2016;0;ter plaatse;onbekend;onbekend;55239;Kristine Wuyts;176013,2494;211380,4885;FS2175;c5-24-32;c5-24;Vorselaar - Lovenhoek;Vorselaar;Vorselaar;Antwerpen;losse waarneming;Onbehandeld;1/01/1980;3;0;10;Planten;Orobanchaceae;15/11/2016;;M;
122060890;Grote bremraap;Orobanche rapum-genistae;2662;14/06/2016;2/08/2016;0;ter plaatse;onbekend;onbekend;55239;Kristine Wuyts;168628,3501;206462,1605;FS1469;c5-32-43;c5-32;Kleine Netevallei - Vogelzang;Nijlen;Nijlen;Antwerpen;losse waarneming;Onbehandeld;1/01/1980;3;0;10;Planten;Orobanchaceae;15/11/2016;;M;
119980845;Grote bremraap;Orobanche rapum-genistae;2662;14/06/2016;14/06/2016;8;ter plaatse;onbekend;onbekend;55239;Kristine Wuyts;173100,8874;204493,0894;FS1868;c5-43-24;c5-43;  ;Nijlen;Nijlen;Antwerpen;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;1/01/1980;3;C;10;Planten;Orobanchaceae;15/11/2016;;M;
118353288;Grote bremraap;Orobanche rapum-genistae;2662;11/05/2016;11/05/2016;0;ter plaatse;onbekend;onbekend;57117;Ria De Nève;193332,1529;192816,7644;FS3956;d5-28-24;d5-28;Averbode Bos en Heide;Laakdal;Veerle;Antwerpen;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;0;25;Planten;Orobanchaceae;15/11/2016;;M;
122074436;Grote bremraap;Orobanche rapum-genistae;2662;4/06/2016;2/08/2016;0;ter plaatse;onbekend;onbekend;70242;Frederic Gabrys;190530,3416;182414,1852;FS3646;d5-48-33;d5-48;Bekkevoort - Ossenberg;Bekkevoort;Bekkevoort;Vlaams-Brabant;losse waarneming;Onbehandeld;1/01/1980;3;0;789;Planten;Orobanchaceae;15/11/2016;;M;
119547457;Grote bremraap;Orobanche rapum-genistae;2662;4/06/2016;4/06/2016;2;ter plaatse;bloeiend;onbekend;70242;Frederic Gabrys;191557,2855;182183,0855;FS3746;d5-48-34;d5-48;  ;Bekkevoort;Bekkevoort;Vlaams-Brabant;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;B;25;Planten;Orobanchaceae;15/11/2016;;M;
119547460;Grote bremraap;Orobanche rapum-genistae;2662;4/06/2016;4/06/2016;10;ter plaatse;onbekend;onbekend;70242;Frederic Gabrys;191680,2786;182195,783;FS3746;d5-48-34;d5-48;  ;Bekkevoort;Bekkevoort;Vlaams-Brabant;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;C;25;Planten;Orobanchaceae;15/11/2016;;M;
116753701;Grote bremraap;Orobanche rapum-genistae;2662;20/04/2016;20/04/2016;1;ter plaatse;bovengronds afgestorven;onbekend;70242;Frederic Gabrys;195309,3254;183463,1564;FS4147;d6-41-32;d6-41;Assent - Luienberg;Bekkevoort;Assent;Vlaams-Brabant;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;25;Planten;Orobanchaceae;15/11/2016;;M;
119206761;Grote bremraap;Orobanche rapum-genistae;2662;26/05/2016;26/05/2016;1;ter plaatse;onbekend;onbekend;70242;Frederic Gabrys;195314,0331;183474,2905;FS4147;d6-41-32;d6-41;Assent - Luienberg;Bekkevoort;Assent;Vlaams-Brabant;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;25;Planten;Orobanchaceae;15/11/2016;;M;
119210072;Grote bremraap;Orobanche rapum-genistae;2662;26/05/2016;26/05/2016;1;ter plaatse;onbekend;onbekend;82883;Kris Pacquée;195314,4261;183473,8962;FS4147;d6-41-32;d6-41;Assent - Luienberg;Bekkevoort;Assent;Vlaams-Brabant;WinObs;Goedgekeurd op basis van kennisregels;1/01/2007;3;A;25;Planten;Orobanchaceae;15/11/2016;;M;
119401829;Grote bremraap;Orobanche rapum-genistae;2662;31/05/2016;31/05/2016;1;ter plaatse;bloeiend;onbekend;20786;Jens D'Haeseleer;195312,7187;183457,7117;FS4147;d6-41-32;d6-41;Assent - Luienberg;Bekkevoort;Assent;Vlaams-Brabant;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;1/01/2007;3;A;25;Planten;Orobanchaceae;15/11/2016;;M;
